Date Published,News Outlet,Title
2023-11-06T19:48:00Z,The Washington Post,Why Punishing People For Unpopular Speech Is A Bad Idea
2023-11-06T22:36:58Z,The Washington Post,A disgraced former Trump official wants to deport Palestinians
2023-11-07T11:56:40Z,Associated Press,Blinken seeks G7 unity on Israel-Hamas war among items on crisis-heavy global agenda
2023-11-06T11:33:38Z,Associated Press,"Ailing Pope Francis meets with European rabbis and condemns antisemitism, terrorism, war"
2023-11-07T19:30:47Z,The Washington Post,"A month into devastating Gaza war, Israel’s end game is no clearer"
2023-11-07T00:35:27Z,The Washington Post,Some Democrats worry Biden’s team is ignoring political warning signs
2023-11-07T11:36:18Z,The Washington Post,Congress has 11 days to avoid shutdown as House GOP meets to plot strategy
2023-11-07T17:07:37Z,Associated Press,PHOTOS...
2023-11-07T12:43:36Z,Associated Press,Will have security role in Strip indefinitely...
2023-11-08T03:32:36Z,The Washington Post,House votes to censure Rep. Rashida Tlaib over comments about Israel
2023-11-08T09:23:36Z,Associated Press,G7 nations announce a unified stance on Israel-Hamas war after intensive meetings in Tokyo
2023-11-07T11:56:40Z,Associated Press,Blinken seeks G7 unity on Israel-Hamas war among items on crisis-heavy global agenda
2023-11-08T23:05:34Z,Associated Press,US launches airstrike on site in Syria in response to attacks by Iranian-backed militias
2023-11-08T13:00:10Z,The Washington Post,"Theater J’s ‘Here I Am’ tackles notions of faith, family and identity"
2023-11-08T10:57:38Z,The Washington Post,Blinken says Gaza should not be reoccupied and must be run by Palestinians
2023-11-08T11:00:55Z,The Washington Post,"As DeSantis presidential bid lags, unease hangs over the Florida capitol"
2023-11-07T19:30:47Z,The Washington Post,"A month into devastating Gaza war, Israel’s end game is no clearer"
2023-11-08T11:00:01Z,The Washington Post,Five things to watch for in the third Republican debate
2023-11-07T00:35:27Z,The Washington Post,Some Democrats worry Biden’s team is ignoring political warning signs
2023-11-08T22:50:12Z,The Washington Post,Why youth turnout is a subplot to every election cycle
2023-11-08T01:40:50Z,The Washington Post,"Ohio Issue 1, protecting abortion rights, leads in early returns"
2023-11-07T11:36:18Z,The Washington Post,Congress has 11 days to avoid shutdown as House GOP meets to plot strategy
2023-11-08T03:32:36Z,The Washington Post,House votes to censure Rep. Rashida Tlaib over comments about Israel
2023-11-09T04:06:25Z,The Washington Post,Candidates use violent rhetoric on Israel-Hamas war without mentioning humanitarian aid
2023-11-09T02:40:08Z,Associated Press,"Live updates | More Palestinians fleeing combat zone in northern Gaza, UN says"
2023-11-08T09:23:36Z,Associated Press,G7 nations announce a unified stance on Israel-Hamas war after intensive meetings in Tokyo
2023-11-09T04:00:39Z,The Washington Post,The major takeaways from the third Republican debate
2023-11-08T23:05:34Z,Associated Press,US launches airstrike on site in Syria in response to attacks by Iranian-backed militias
2023-11-08T13:00:10Z,The Washington Post,"Theater J’s ‘Here I Am’ tackles notions of faith, family and identity"
2023-11-08T10:57:38Z,The Washington Post,Blinken says Gaza should not be reoccupied and must be run by Palestinians
2023-11-08T11:00:55Z,The Washington Post,"As DeSantis presidential bid lags, unease hangs over the Florida capitol"
2023-11-08T11:00:01Z,The Washington Post,Five things to watch for in the third Republican debate
2023-11-09T02:30:00Z,The Washington Post,Shadi Hamid: A ceasefire in the Israel-Hamas conflict is not a fantasy – here’s how it could work
2023-11-09T02:48:00Z,Associated Press,GOP presidential candidates unified on Israel but divided on China as they debate without Trump
2023-11-09T04:55:14Z,The Washington Post,Fact-checking the third Republican primary debate
2023-11-09T18:00:10Z,The Washington Post,West Bank Palestinians face growing violence from Israeli settlers
2023-11-09T15:22:06Z,The Washington Post,NBC hosts a GOP debate — and its right-wing misinformation
2023-11-09T17:28:42Z,The Washington Post,The GOP should consider that its opponents aren’t simply brainwashed
2023-11-08T22:50:12Z,The Washington Post,Why youth turnout is a subplot to every election cycle
2023-11-09T03:13:58Z,Associated Press,"5 Republican candidates spar at debate, while Trump holds a rally nearby. Follow live updates"
2023-11-08T01:40:50Z,The Washington Post,"Ohio Issue 1, protecting abortion rights, leads in early returns"
2023-11-09T20:47:29Z,The Washington Post,U.S. government once again begins preparing for possible shutdown
2023-11-10T13:01:36Z,Associated Press,Le Pen raises storm over plan to march against antisemitism...
2023-11-10T13:36:00Z,Associated Press,Fistfights Outside The Museum Of Tolerance In L.A.
2023-11-10T11:00:00Z,The Washington Post,White House urges Israel to curtail settler violence in West Bank
2023-11-10T00:25:33Z,The Washington Post,"In Qatar, secret diplomacy on Gaza yields a first small step forward"
2023-11-10T16:52:24Z,The Washington Post,Fake celebrity statements and videos on Israel-Hamas war — and other news literacy lessons
2023-11-09T04:06:25Z,The Washington Post,Candidates use violent rhetoric on Israel-Hamas war without mentioning humanitarian aid
2023-11-09T02:40:08Z,Associated Press,"Live updates | More Palestinians fleeing combat zone in northern Gaza, UN says"
2023-11-10T13:00:00Z,The Washington Post,Biden and Xi to meet next week for the first time in a year
2023-11-10T12:00:55Z,The Washington Post,Another casualty of war: Free speech on campus
2023-11-09T04:00:39Z,The Washington Post,The major takeaways from the third Republican debate
2023-11-09T02:30:00Z,The Washington Post,Shadi Hamid: A ceasefire in the Israel-Hamas conflict is not a fantasy – here’s how it could work
2023-11-09T02:48:00Z,Associated Press,GOP presidential candidates unified on Israel but divided on China as they debate without Trump
2023-11-09T04:55:14Z,The Washington Post,Fact-checking the third Republican primary debate
2023-11-09T18:00:10Z,The Washington Post,West Bank Palestinians face growing violence from Israeli settlers
2023-11-09T15:22:06Z,The Washington Post,NBC hosts a GOP debate — and its right-wing misinformation
2023-11-10T17:55:28Z,The Washington Post,The market for third-party candidates is hot. But who could catch on?
2023-11-10T14:00:33Z,The Washington Post,Democrats can own the national security issue
2023-11-09T17:28:42Z,The Washington Post,The GOP should consider that its opponents aren’t simply brainwashed
2023-11-09T03:13:58Z,Associated Press,"5 Republican candidates spar at debate, while Trump holds a rally nearby. Follow live updates"
2023-11-09T20:47:29Z,The Washington Post,U.S. government once again begins preparing for possible shutdown
2023-11-11T08:41:20Z,Associated Press,Wisconsin snubs bourbon by elevating the brandy Old Fashioned to state cocktail
2023-11-10T13:01:36Z,Associated Press,Le Pen raises storm over plan to march against antisemitism...
2023-11-11T15:00:02Z,Associated Press,IDF attacks put it at odds with allies...
2023-11-10T13:36:00Z,Associated Press,Fistfights Outside The Museum Of Tolerance In L.A.
2023-11-10T11:00:00Z,The Washington Post,White House urges Israel to curtail settler violence in West Bank
2023-11-11T16:00:02Z,Associated Press,London police clash with counter-protesters as tensions rise over peace march...
2023-11-10T00:25:33Z,The Washington Post,"In Qatar, secret diplomacy on Gaza yields a first small step forward"
2023-11-10T16:52:24Z,The Washington Post,Fake celebrity statements and videos on Israel-Hamas war — and other news literacy lessons
2023-11-10T13:00:00Z,The Washington Post,Biden and Xi to meet next week for the first time in a year
2023-11-10T12:00:55Z,The Washington Post,Another casualty of war: Free speech on campus
2023-11-11T06:58:59Z,The Washington Post,Israel-Hamas war: Latest news on Gaza invasion amid calls for cease-fire
2023-11-11T11:24:17Z,The Washington Post,"GOP targets Gaza’s biggest relief group, clashing with White House"
2023-11-11T11:00:00Z,The Washington Post,Trump’s rivals seize on opportunities to challenge his acuity
2023-11-11T11:00:58Z,The Washington Post,This moment does not cry out for Mitch McConnell
2023-11-10T17:55:28Z,The Washington Post,The market for third-party candidates is hot. But who could catch on?
2023-11-10T14:00:33Z,The Washington Post,Democrats can own the national security issue
2023-11-11T20:53:09Z,The Washington Post,"House GOP proposes two-step plan to fund government, raising shutdown risk"
2023-11-11T08:41:20Z,Associated Press,Wisconsin snubs bourbon by elevating the brandy Old Fashioned to state cocktail
2023-11-11T15:00:02Z,Associated Press,IDF attacks put it at odds with allies...
2023-11-11T16:00:02Z,Associated Press,London police clash with counter-protesters as tensions rise over peace march...
2023-11-12T23:55:22Z,Associated Press,"Protesters demonstrate against world leaders, Israel-Hamas war as APEC comes to San Francisco"
2023-11-11T06:58:59Z,The Washington Post,Israel-Hamas war: Latest news on Gaza invasion amid calls for cease-fire
2023-11-12T21:19:29Z,The Washington Post,Netanyahu defends Gaza assault as U.S. warns about fighting near hospitals
2023-11-11T11:24:17Z,The Washington Post,"GOP targets Gaza’s biggest relief group, clashing with White House"
2023-11-11T11:00:00Z,The Washington Post,Trump’s rivals seize on opportunities to challenge his acuity
2023-11-11T11:00:58Z,The Washington Post,This moment does not cry out for Mitch McConnell
2023-11-12T12:45:00Z,The Washington Post,A wasteland: Political coverage ignores the threat to democracy
2023-11-11T20:53:09Z,The Washington Post,"House GOP proposes two-step plan to fund government, raising shutdown risk"
2023-11-13T15:00:27Z,The Washington Post,TikTok was slammed for its pro-Palestine hashtags. But it’s not alone.
2023-11-13T12:45:00Z,The Washington Post,Meet Israeli hostage families. It’ll change how you view Hamas apologists.
2023-11-13T00:48:07Z,The Washington Post,A silent desperation on the slow march out of Gaza City
2023-11-13T23:59:20Z,The Washington Post,Israel and Hamas close in on a deal to free dozens of hostages
2023-11-13T13:00:00Z,The Washington Post,A brief history of antisemitism in U.S. higher education
2023-11-12T23:55:22Z,Associated Press,"Protesters demonstrate against world leaders, Israel-Hamas war as APEC comes to San Francisco"
2023-11-13T06:55:53Z,The Washington Post,Israel-Hamas war: Latest news on Gaza hospital strikes and invasion
2023-11-12T21:19:29Z,The Washington Post,Netanyahu defends Gaza assault as U.S. warns about fighting near hospitals
2023-11-13T10:00:53Z,The Washington Post,"In first test, Johnson faces looming deadline with an incredulous conference"
2023-11-13T17:56:35Z,The Washington Post,"Gaza’s death toll: one out of every 200 have been killed, according to the ministry of health."
2023-11-12T12:45:00Z,The Washington Post,A wasteland: Political coverage ignores the threat to democracy
2023-11-13T11:17:04Z,Associated Press,Ex-Prime Minister David Cameron makes shock return to UK government as foreign secretary
2023-11-13T12:08:52Z,The Washington Post,"U.S., China rivalry over landing people on the moon has NASA worried"
2023-11-14T16:51:16Z,The Washington Post,Bernie Sanders faces blowback as progressives urge cease-fire in Gaza
2023-11-14T19:28:03Z,The Washington Post,House members emotional after seeing footage of Oct. 7 attack on Israel
2023-11-13T15:00:27Z,The Washington Post,TikTok was slammed for its pro-Palestine hashtags. But it’s not alone.
2023-11-13T12:45:00Z,The Washington Post,Meet Israeli hostage families. It’ll change how you view Hamas apologists.
2023-11-13T00:48:07Z,The Washington Post,A silent desperation on the slow march out of Gaza City
2023-11-13T23:59:20Z,The Washington Post,Israel and Hamas close in on a deal to free dozens of hostages
2023-11-14T13:06:00Z,Associated Press,Palestinians call for evacuation of hundreds of patients and newborns from Gaza's largest hospital
2023-11-13T13:00:00Z,The Washington Post,A brief history of antisemitism in U.S. higher education
2023-11-14T07:23:12Z,The Washington Post,Israel-Hamas war latest news: Fighting rages around Gaza’s hospitals
2023-11-13T06:55:53Z,The Washington Post,Israel-Hamas war: Latest news on Gaza hospital strikes and invasion
2023-11-14T00:41:45Z,The Washington Post,House votes to send motion to impeach DHS secretary to committee
2023-11-14T03:39:32Z,The Washington Post,Canadian Israeli peace activist Vivian Silver was killed in Hamas attack
2023-11-14T12:45:00Z,The Washington Post,The elusive ‘moderate’ Republicans will own a shutdown
2023-11-13T10:00:53Z,The Washington Post,"In first test, Johnson faces looming deadline with an incredulous conference"
2023-11-14T05:38:34Z,The Washington Post,House speaker moves past hard-right concerns in effort to avoid government shutdown
2023-11-13T17:56:35Z,The Washington Post,"Gaza’s death toll: one out of every 200 have been killed, according to the ministry of health."
2023-11-14T10:00:20Z,The Washington Post,"Univision, the Spanish language news giant, shifts its approach to Trump"
2023-11-13T11:17:04Z,Associated Press,Ex-Prime Minister David Cameron makes shock return to UK government as foreign secretary
2023-11-14T22:52:55Z,The Washington Post,"House passes bill to avert government shutdown, sends to Senate"
2023-11-14T13:32:00Z,The Washington Post,The right is already rebelling against Mike Johnson’s spending plan
2023-11-13T12:08:52Z,The Washington Post,"U.S., China rivalry over landing people on the moon has NASA worried"
2023-11-15T12:00:19Z,Associated Press,IDF raid Gaza's largest hospital...
2023-11-15T22:01:13Z,The Washington Post,Why Israel aid isn’t much more popular than Ukraine aid
2023-11-14T16:51:16Z,The Washington Post,Bernie Sanders faces blowback as progressives urge cease-fire in Gaza
2023-11-14T19:28:03Z,The Washington Post,House members emotional after seeing footage of Oct. 7 attack on Israel
2023-11-15T10:00:00Z,The Washington Post,Biden set to meet with China’s Xi for first time in a year
2023-11-15T16:37:28Z,The Washington Post,Biden nominee would be first Muslim on federal appellate court in U.S. history
2023-11-14T13:06:00Z,Associated Press,Palestinians call for evacuation of hundreds of patients and newborns from Gaza's largest hospital
2023-11-14T07:23:12Z,The Washington Post,Israel-Hamas war latest news: Fighting rages around Gaza’s hospitals
2023-11-14T00:41:45Z,The Washington Post,House votes to send motion to impeach DHS secretary to committee
2023-11-15T03:44:15Z,The Washington Post,Israel-Hamas war live: Latest news on Gaza’s al-Shifa Hospital
2023-11-14T03:39:32Z,The Washington Post,Canadian Israeli peace activist Vivian Silver was killed in Hamas attack
2023-11-14T12:45:00Z,The Washington Post,The elusive ‘moderate’ Republicans will own a shutdown
2023-11-14T05:38:34Z,The Washington Post,House speaker moves past hard-right concerns in effort to avoid government shutdown
2023-11-14T10:00:20Z,The Washington Post,"Univision, the Spanish language news giant, shifts its approach to Trump"
2023-11-15T20:47:37Z,The Washington Post,How Americans get their news now
2023-11-15T01:49:00Z,Associated Press,House votes to prevent a government shutdown as GOP Speaker Johnson relies on Democrats for help
2023-11-14T22:52:55Z,The Washington Post,"House passes bill to avert government shutdown, sends to Senate"
2023-11-14T13:32:00Z,The Washington Post,The right is already rebelling against Mike Johnson’s spending plan
2023-11-15T15:27:38Z,The Washington Post,Rockville’s Twinbrook keeps cozy vibe as city grows
2023-11-16T12:28:37Z,Associated Press,Protest outside DNC headquarters in Washington turns violent...
2023-11-15T12:00:19Z,Associated Press,IDF raid Gaza's largest hospital...
2023-11-16T13:00:03Z,Associated Press,Roger Waters denied hotel stays over antisemitism...
2023-11-15T22:01:13Z,The Washington Post,Why Israel aid isn’t much more popular than Ukraine aid
2023-11-16T13:00:00Z,Associated Press,"Justin Torres, Ned Blackhawk, Craig Santos Perez, Dan Santat Win 2023 National Book Awards"
2023-11-16T20:05:48Z,The Washington Post,Fears surge that radical Islamist terrorists will target the U.S.
2023-11-15T10:00:00Z,The Washington Post,Biden set to meet with China’s Xi for first time in a year
2023-11-15T16:37:28Z,The Washington Post,Biden nominee would be first Muslim on federal appellate court in U.S. history
2023-11-16T18:02:39Z,The Washington Post,"Elon Musk, TikTok and the social media ownership problem"
2023-11-15T03:44:15Z,The Washington Post,Israel-Hamas war live: Latest news on Gaza’s al-Shifa Hospital
2023-11-16T22:32:23Z,The Washington Post,How Osama bin Laden’s ‘Letter to America’ reached millions online
2023-11-16T15:14:31Z,The Washington Post,Ethics panel finds ‘substantial evidence’ that Rep. Santos violated federal laws
2023-11-16T00:02:27Z,The Washington Post,Speaker Johnson’s honeymoon period is over — or never even began
2023-11-16T10:15:30Z,The Washington Post,"U.N. Security Council Gaza resolution: U.S., U.K. abstain from vote"
2023-11-16T13:30:00Z,The Washington Post,Top trending misinformation tactics everyone can learn to spot
2023-11-15T20:47:37Z,The Washington Post,How Americans get their news now
2023-11-15T01:49:00Z,Associated Press,House votes to prevent a government shutdown as GOP Speaker Johnson relies on Democrats for help
2023-11-15T15:27:38Z,The Washington Post,Rockville’s Twinbrook keeps cozy vibe as city grows
2023-11-16T12:28:37Z,Associated Press,Protest outside DNC headquarters in Washington turns violent...
2023-11-17T21:59:23Z,The Washington Post,How Democrats have soured on Israel
2023-11-16T13:00:03Z,Associated Press,Roger Waters denied hotel stays over antisemitism...
2023-11-16T13:00:00Z,Associated Press,"Justin Torres, Ned Blackhawk, Craig Santos Perez, Dan Santat Win 2023 National Book Awards"
2023-11-16T20:05:48Z,The Washington Post,Fears surge that radical Islamist terrorists will target the U.S.
2023-11-17T14:00:02Z,The Washington Post,Trump says the quiet part out loud: He’ll destroy democracy
2023-11-17T16:02:09Z,The Washington Post,"The paranoid, predictable panic over Osama bin Laden and TikTok"
2023-11-16T18:02:39Z,The Washington Post,"Elon Musk, TikTok and the social media ownership problem"
2023-11-17T11:00:00Z,The Washington Post,"Trump leads big in New Hampshire as Haley rises, Post-Monmouth poll finds"
2023-11-17T18:00:36Z,The Washington Post,White House condemns Elon Musk tweet as ‘abhorrent promotion’ of antisemitism
2023-11-16T22:32:23Z,The Washington Post,How Osama bin Laden’s ‘Letter to America’ reached millions online
2023-11-16T15:14:31Z,The Washington Post,Ethics panel finds ‘substantial evidence’ that Rep. Santos violated federal laws
2023-11-16T00:02:27Z,The Washington Post,Speaker Johnson’s honeymoon period is over — or never even began
2023-11-17T16:28:37Z,The Washington Post,Israel warns it will expand ground offensive beyond northern Gaza
2023-11-16T10:15:30Z,The Washington Post,"U.N. Security Council Gaza resolution: U.S., U.K. abstain from vote"
2023-11-16T13:30:00Z,The Washington Post,Top trending misinformation tactics everyone can learn to spot
2023-11-17T21:59:23Z,The Washington Post,How Democrats have soured on Israel
2023-11-18T17:19:55Z,The Washington Post,An inside look at what’s ahead in Israel’s shattering war in Gaza
2023-11-17T14:00:02Z,The Washington Post,Trump says the quiet part out loud: He’ll destroy democracy
2023-11-17T16:02:09Z,The Washington Post,"The paranoid, predictable panic over Osama bin Laden and TikTok"
2023-11-17T11:00:00Z,The Washington Post,"Trump leads big in New Hampshire as Haley rises, Post-Monmouth poll finds"
2023-11-17T18:00:36Z,The Washington Post,White House condemns Elon Musk tweet as ‘abhorrent promotion’ of antisemitism
2023-11-17T16:28:37Z,The Washington Post,Israel warns it will expand ground offensive beyond northern Gaza
2023-11-18T13:00:44Z,The Washington Post,"Lawmakers bracing for many congressional retirements, even from younger members"
2023-11-18T12:00:16Z,The Washington Post,"Congress averted a government shutdown, but the real fiscal fight is ahead"
2023-11-18T00:25:07Z,The Washington Post,"Disney, Lionsgate among major companies pulling advertising from X"
2023-11-18T13:00:58Z,The Washington Post,Downshift in economy slows retail spending ahead of holiday season
2023-11-18T17:19:55Z,The Washington Post,An inside look at what’s ahead in Israel’s shattering war in Gaza
2023-11-19T17:00:05Z,The Washington Post,Antisemitism was rising online. Then Elon Musk’s X supercharged it.
2023-11-19T17:00:05Z,The Washington Post,Antisemitism was rising online. Then Elon Musk’s X supercharged it.
2023-11-19T12:45:00Z,The Washington Post,Democrats are the true majority in the House
2023-11-18T13:00:44Z,The Washington Post,"Lawmakers bracing for many congressional retirements, even from younger members"
2023-11-19T11:00:00Z,The Washington Post,Biden campaign works to ease Democratic anxiety over reelection chances
2023-11-18T12:00:16Z,The Washington Post,"Congress averted a government shutdown, but the real fiscal fight is ahead"
2023-11-19T20:18:36Z,The Washington Post,"Rosalynn Carter, first lady who championed mental health, dies at 96"
2023-11-18T00:25:07Z,The Washington Post,"Disney, Lionsgate among major companies pulling advertising from X"
2023-11-18T13:00:58Z,The Washington Post,Downshift in economy slows retail spending ahead of holiday season
2023-11-20T11:43:37Z,Associated Press,Houthi rebels hijack ship in Red Sea...
2023-11-20T05:47:02Z,The Washington Post,Six maps explain the boundaries of Israel and Palestinian territories - Washington Post
2023-11-20T12:40:39Z,Associated Press,Montana farmer stands between Republicans and Senate control...
2023-11-20T05:47:02Z,The Washington Post,Opinion | Joe Biden: U.S. won’t back down from the challenge of Putin and Hamas - The Washington Post
2023-11-19T17:00:05Z,The Washington Post,Antisemitism was rising online. Then Elon Musk’s X supercharged it.
2023-11-19T17:00:05Z,The Washington Post,Antisemitism was rising online. Then Elon Musk’s X supercharged it.
2023-11-20T12:45:00Z,The Washington Post,"Evidence confirms Israel’s al-Shifa claims, so critics move the goal posts"
2023-11-20T17:04:11Z,The Washington Post,Young voters are not interested in the institutions Biden needs
2023-11-19T12:45:00Z,The Washington Post,Democrats are the true majority in the House
2023-11-20T16:47:57Z,The Washington Post,Indonesian Hospital in Gaza shelled as premature babies go to Egypt
2023-11-19T11:00:00Z,The Washington Post,Biden campaign works to ease Democratic anxiety over reelection chances
2023-11-19T20:18:36Z,The Washington Post,"Rosalynn Carter, first lady who championed mental health, dies at 96"
2023-11-20T11:43:37Z,Associated Press,Houthi rebels hijack ship in Red Sea...
2023-11-20T05:47:02Z,The Washington Post,Six maps explain the boundaries of Israel and Palestinian territories - Washington Post
2023-11-20T12:40:39Z,Associated Press,Montana farmer stands between Republicans and Senate control...
2023-11-20T05:47:02Z,The Washington Post,Opinion | Joe Biden: U.S. won’t back down from the challenge of Putin and Hamas - The Washington Post
2023-11-20T12:45:00Z,The Washington Post,"Evidence confirms Israel’s al-Shifa claims, so critics move the goal posts"
2023-11-21T13:00:03Z,Associated Press,Ramaswamy struggles to gain traction as critics question his path ahead...
2023-11-21T12:45:00Z,The Washington Post,The administration vowed to fight antisemitism. How is it doing?
2023-11-20T17:04:11Z,The Washington Post,Young voters are not interested in the institutions Biden needs
2023-11-21T16:02:00Z,The Washington Post,Elon Musk provides yet another platform for far-right attacks
2023-11-20T16:47:57Z,The Washington Post,Indonesian Hospital in Gaza shelled as premature babies go to Egypt
2023-11-21T01:01:52Z,The Washington Post,Palestinian family with premature newborn decides to stay in Gaza
2023-11-21T16:45:44Z,The Washington Post,Many now see Haley as Trump’s top GOP challenger. She faces hurdles ahead.
2023-11-21T22:52:36Z,The Washington Post,Gaza health officials say they lost the ability to count dead as Israeli offensive intensifies
2023-11-21T18:11:23Z,Associated Press,Gaza health officials say they lost the ability to count dead as Israeli offensive intensifies
2023-11-21T23:19:52Z,Associated Press,"Largest crypto exchange Binance fined $4 billion, CEO pleads guilty to not stopping money laundering"
2023-11-22T02:00:03Z,Associated Press,Israeli approves cease-fire with Hamas...
2023-11-22T08:00:06Z,The Washington Post,Biden yet again says Hamas beheaded babies. Has new evidence emerged?
2023-11-22T00:35:46Z,The Washington Post,The making of a ‘more for more’ deal in the Gaza war
2023-11-22T01:56:01Z,The Washington Post,Democrats accuse X of profiting off misinformation in Israel-Gaza war
2023-11-22T20:33:32Z,The Washington Post,Biden’s resistance to cease-fire could alienate youth voters in 2024
2023-11-21T13:00:03Z,Associated Press,Ramaswamy struggles to gain traction as critics question his path ahead...
2023-11-22T21:20:00Z,Associated Press,"Israel and Hamas call a truce to free hostages in swap for prisoners, and allow more aid into Gaza"
2023-11-21T12:45:00Z,The Washington Post,The administration vowed to fight antisemitism. How is it doing?
2023-11-21T16:02:00Z,The Washington Post,Elon Musk provides yet another platform for far-right attacks
2023-11-22T20:14:11Z,The Washington Post,How to argue about politics this Thanksgiving
2023-11-21T01:01:52Z,The Washington Post,Palestinian family with premature newborn decides to stay in Gaza
2023-11-22T21:02:57Z,The Washington Post,Americans turn to faxes to contact Congress about the Israel-Gaza war
2023-11-21T16:45:44Z,The Washington Post,Many now see Haley as Trump’s top GOP challenger. She faces hurdles ahead.
2023-11-21T22:52:36Z,The Washington Post,Gaza health officials say they lost the ability to count dead as Israeli offensive intensifies
2023-11-21T18:11:23Z,Associated Press,Gaza health officials say they lost the ability to count dead as Israeli offensive intensifies
2023-11-21T23:19:52Z,Associated Press,"Largest crypto exchange Binance fined $4 billion, CEO pleads guilty to not stopping money laundering"
